brand,model,year,price,mileage,horsepower,engine_capacity,engine_type,gear,transmission,bodywork,doors_num,steering_wheel,tech_condition,owners_num,color,vin
Audi,A5,2008,680000,151000,265,3.2,GASOLINE,ALL_WHEEL_DRIVE,AT,COUPE,2,LEFT,,,RED,
Audi,Q7,2009,900000,195000,280,3.6,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A3,2013,765000,110000,122,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
Audi,A5,2009,710000,78000,211,,GASOLINE,ALL_WHEEL_DRIVE,,COUPE,2,LEFT,,,BLACK,
Audi,A4,2019,2390000,12946,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q7,2017,4075000,75264,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,A6,2015,1698000,79041,190,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
Audi,Q5,2017,2318000,118749,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,Q5,2012,999000,109366,271,3.2,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BROWN,
Audi,A4,2012,850000,128843,170,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q7,2009,1299000,193400,326,4.1,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A4,1996,200000,,125,1.8,GASOLINE,FORWARD_CONTROL,MT,,4,LEFT,,,BLACK,
Audi,Q7,2017,3749000,85045,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,100,1986,68000,350000,138,2.2,GASOLINE,ALL_WHEEL_DRIVE,MT,SEDAN,2,LEFT,,,RED,
Audi,100,1986,49000,228000,90,1.8,GASOLINE,FORWARD_CONTROL,MT,SEDAN,2,LEFT,,,BLUE,
Audi,Q3,2014,1295000,96427,170,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q3,2016,1250000,104544,,1.4,GASOLINE,FORWARD_CONTROL,,,,LEFT,,,RED,
Audi,A4,2020,3408192,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZF43MA****04
Audi,A6,2013,1675000,119081,310,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,A4,2020,2700000,0,150,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,GREY,WAUZZZF41MA****88
Audi,A4,2020,3461000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,GREY,WAUZZZF43MA****66
Audi,A4,2020,2900000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLUE,WAUZZZF47MN****47
Audi,A6,2013,1132000,158522,180,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
Audi,Q5,2017,2747000,69041,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,A6,2018,3833760,17267,340,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A8,2018,5828000,45084,340,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,A4,2017,1470000,95160,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,GREY,
Audi,A4,2017,1520000,105951,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,GREY,
Audi,A5,2015,1324000,149584,225,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,COUPE,2,LEFT,,,WHITE,
Audi,Q3,2017,1569900,112655,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,A4,2012,770000,246000,211,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
Audi,S5,2009,1100000,75000,354,4.2,GASOLINE,ALL_WHEEL_DRIVE,AT,COUPE,2,LEFT,,,WHITE,
Audi,A4,2013,875000,120350,170,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q8,2019,7350000,17450,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A6,2016,1580000,130000,190,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,,
Audi,Q7,2008,820000,199000,350,4.2,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,Q3,2013,1269000,75255,170,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,ORANGE,
Audi,SQ8,2020,12350000,0,422,4.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZF11LD****10
Audi,A4,2020,2712500,0,150,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,GREY,WAUZZZF47MN****02
Audi,A4,2020,2612000,0,150,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLUE,WAUZZZF46MA****21
Audi,A4,2020,2690000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,WAUZZZF45MA****62
Audi,A4,2020,2690000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLUE,WAUZZZF47MA****20
Audi,A4,2020,2790000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF42MN****19
Audi,A4,2020,2790000,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,WAUZZZF40MA****07
Audi,A4,2020,3353400,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLUE,WAUZZZF42MA****25
Audi,A4,2020,3353400,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF47MA****86
Audi,A4,2020,2420000,0,150,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF42MA****11
Audi,A4,2020,3353400,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,WHITE,WAUZZZF44MA****60
Audi,A4,2020,2420000,0,150,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,GREY,WAUZZZF47MA****04
Audi,A4,2020,2420000,0,150,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLUE,WAUZZZF43MA****07
Audi,A4,2020,2420000,0,150,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,GREY,WAUZZZF42MA****32
Audi,A4,2020,2420000,0,150,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,WAUZZZF46MA****95
Audi,A3,2015,1170000,90000,125,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
Audi,A3,2013,850000,115000,125,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A3,2014,860000,178040,,1.4,GASOLINE,FORWARD_CONTROL,,SEDAN,2,LEFT,,,BLACK,
Audi,A6,2015,1698000,79476,190,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q7,2008,889000,227000,238,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A1,2013,789000,86310,122,1.4,GASOLINE,FORWARD_CONTROL,AT,HATCHBACK,5,LEFT,,,ORANGE,
Audi,Q7,2010,1247000,268189,340,4.1,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q3,2016,1414000,123270,150,1.4,GASOLINE,FORWARD_CONTROL,AT,,,LEFT,,,BLACK,
Audi,S5,2012,1279000,87000,333,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,COUPE,2,LEFT,,,WHITE,
Audi,A6,2008,680000,291100,233,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q5,2016,2237000,73000,163,2.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q3,2012,1245000,48435,170,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BEIGE,
Audi,A8,2019,7106000,2956,340,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,A8,2019,6799000,7032,340,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,80,1987,82000,272000,88,1.8,GASOLINE,FORWARD_CONTROL,MT,SEDAN,2,LEFT,,,GREY,
Audi,A6,1999,300000,350000,193,2.8,GASOLINE,ALL_WHEEL_DRIVE,MT,SEDAN,2,LEFT,,,BLUE,
Audi,A4,2011,650000,169500,160,1.8,GASOLINE,FORWARD_CONTROL,AT,,,LEFT,,,WHITE,
Audi,RS,2014,1750000,64000,310,2.5,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,A3,2015,998500,107000,110,1.2,GASOLINE,FORWARD_CONTROL,AT,HATCHBACK,5,LEFT,,,WHITE,
Audi,Q3,2017,1919700,69236,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREEN,
Audi,Q7,2017,3650000,74000,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,A6,2011,1289000,147759,245,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,WHITE,
Audi,S8,2016,5451147,43208,605,4.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q3,2017,1840000,26159,150,1.4,GASOLINE,FORWARD_CONTROL,AT,,,LEFT,,,BLUE,
Audi,Q5,2016,2050000,66105,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,Q7,2015,3100000,78623,333,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q5,2014,1999999,87000,225,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,Q7,2016,3665000,62785,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,Q5,2013,1397000,138278,225,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,A7,2016,2495000,68225,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,A6,2011,840000,154400,300,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A3,2010,534000,87711,105,1.2,GASOLINE,FORWARD_CONTROL,AT,HATCHBACK,5,LEFT,,,WHITE,
Audi,A4,2013,1069000,91981,211,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,WHITE,
Audi,A3,2012,815000,82000,180,1.8,GASOLINE,FORWARD_CONTROL,,HATCHBACK,5,,,,WHITE,
Audi,A1,2012,618000,119464,122,1.4,GASOLINE,FORWARD_CONTROL,AT,HATCHBACK,5,LEFT,,,RED,
Audi,A5,2017,2795000,23600,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,COUPE,2,LEFT,,,RED,
Audi,A7,2016,2427000,72444,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A6,2016,1642105,57500,190,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A3,2020,1885900,0,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,GREY,WAUZZZ8V5LA****89
Audi,Q5,2019,3597168,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY4L2****14
Audi,Q5,2019,3635000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY6L2****43
Audi,e-tron,2020,7846900,0,408,,ELECTRO,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZGE2LB****59
Audi,e-tron,2020,7930000,0,408,,ELECTRO,ALL_WHEEL_DRIVE,AT,,,LEFT,,,RED,WAUZZZGE8LB****67
Audi,Q3,2015,1555000,44016,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,A7,2014,2142000,63776,333,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,A4,2020,2562141,0,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,WAUZZZF46MA****71
Audi,Q3,2015,1448000,99251,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,A5,2011,770000,154913,160,1.8,GASOLINE,FORWARD_CONTROL,AT,,2,LEFT,,,WHITE,
Audi,A4,2015,1049000,107300,120,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q7,2017,3799000,63391,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A6,2004,435000,166000,177,2.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A6,2003,299000,240000,250,2.7,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLACK,
Audi,RS7,2015,3160000,181055,560,4.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,A6,1999,250000,226500,165,2.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLUE,
Audi,A6,2020,3400000,2200,245,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLUE,
Audi,Q8,2018,5200000,60000,340,3.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,Q7,2018,4299000,39388,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,
Audi,Q3,2017,1671000,88917,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A6,1999,230000,300000,,,,,,SEDAN,2,LEFT,,,GREEN,
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY6L2****01
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,WAUZZZFY4L2****32
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,WAUZZZFY0L2****05
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY0L2****44
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,WAUZZZFY9L2****10
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,WAUZZZFY1L2****89
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY8L2****68
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY1L2****31
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,WAUZZZFY6L2****21
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY1L2****83
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,WAUZZZFY8L2****12
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,WAUZZZFY5L2****36
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY5L2****10
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY0L2****91
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,WAUZZZFY3L2****54
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY9L2****74
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY3L2****79
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY4L2****89
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY6L2****19
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY0L2****37
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY9L2****41
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY5L2****83
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY2L2****02
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZFY5L2****72
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY2L2****10
Audi,Q5,2020,3810000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,WHITE,WAUZZZFY7L2****96
Audi,Q5,2020,4349000,0,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,WAUZZZFY9L2****45
Audi,Q5,2020,3460000,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,WAUZZZFY9L2****59
Audi,A6,2020,3795000,1980,190,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A6,2016,1595000,113863,190,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q3,2012,1288000,47400,170,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,SILVER,
Audi,A4,1998,220000,190000,165,2.4,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BLUE,
Audi,A4,1996,175000,,125,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLUE,
Audi,A6,2011,950000,150000,180,2.0,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
Audi,Q7,2006,150000,70000,233,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,Q7,2019,6081690,18617,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,Q7,2009,899000,109000,326,4.1,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,SILVER,
Audi,A4,2015,1099000,88000,170,1.8,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
Audi,Q5,2016,1795000,120843,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,
Audi,Q7,2013,2420000,91700,245,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,A8,2019,6834000,11898,249,3.0,DIESEL,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLACK,
Audi,A3,2018,1570000,45279,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,GREY,
Audi,A4,2020,4043892,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZF41MA****11
Audi,A4,2020,3599064,0,249,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,BLUE,WAUZZZF42MA****43
Audi,Q5,2010,830000,130067,,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,,,,GREY,
Audi,A3,2018,1300000,53650,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A4,2015,1345000,144744,225,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,SEDAN,2,LEFT,,,BROWN,
Audi,Q3,2017,1710000,107531,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,100,1993,150000,378000,115,2.0,GASOLINE,FORWARD_CONTROL,MT,SEDAN,2,LEFT,,,BLUE,
Audi,A3,2015,1050000,112315,125,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,WHITE,
Audi,R8,2007,3300000,10997,420,4.2,GASOLINE,ALL_WHEEL_DRIVE,AT,COUPE,2,LEFT,,,RED,
Audi,Q3,2017,1270000,90862,150,1.4,GASOLINE,FORWARD_CONTROL,AT,,,LEFT,,,BLACK,
Audi,A3,2017,1110000,90945,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A3,2017,1130000,94918,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,A3,2017,1110000,92365,150,1.4,GASOLINE,FORWARD_CONTROL,AT,SEDAN,2,LEFT,,,BLACK,
Audi,Q3,2012,1038406,170386,170,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,Q3,2015,1395000,112525,180,2.0,GASOLINE,ALL_WHEEL_DRIVE,AT,,,LEFT,,,GREY,
Audi,A5,2008,557000,89466,265,3.2,GASOLINE,ALL_WHEEL_DRIVE,AT,COUPE,2,LEFT,,,BLUE,
Audi,A4,2007,500000,222000,163,1.8,GASOLINE,FORWARD_CONTROL,MT,,4,LEFT,,,GREEN,
